UniProtId	Type	Annotations
Q61006	Single-pass membrane protein	ECO:0000269|PubMed:19038220
Q8TD07	Single-pass membrane protein	None
Q58DX5	Single-pass membrane protein	ECO:0000305
E0CYC6	Single-pass membrane protein	ECO:0000250|UniProtKB:Q9UHF3
Q9DB73	Single-pass membrane protein	ECO:0000305
P13595	Single-pass membrane protein	None
O35136	Single-pass membrane protein	None
Q8BLF1	Single-pass membrane protein	ECO:0000250
Q99JS0	Single-pass membrane protein	ECO:0000269|PubMed:18650334
Q8VCB1	Multi-pass membrane protein	ECO:0000250
Q8R411	Single-pass membrane protein	ECO:0000305
Q8C170	Single-pass membrane protein	ECO:0000305
Q69ZN7	Single-pass membrane protein	ECO:0000250
P25189	Single-pass membrane protein	ECO:0000269|PubMed:18337304
Q9CZR2	Single-pass membrane protein	ECO:0000250|UniProtKB:Q04609
Q9UKN1	Single-pass membrane protein	ECO:0000305
Q5SSG8	Single-pass membrane protein	ECO:0000269|PubMed:17977904
P27573	Single-pass membrane protein	ECO:0000250|UniProtKB:P25189
P60202	Multi-pass membrane protein	ECO:0000269|PubMed:17634366
P70414	Multi-pass membrane protein	ECO:0000269|PubMed:8659820
P57103	Multi-pass membrane protein	ECO:0000269|PubMed:21959935
Q8BJ48	Single-pass membrane protein	ECO:0000250
Q8NCQ3	Single-pass membrane protein	ECO:0000305
Q9UI40	Multi-pass membrane protein	None
Q71RS6	Multi-pass membrane protein	ECO:0000269|PubMed:18166528
P37040	Single-pass membrane protein	ECO:0000255|HAMAP-Rule:MF_03212
O76036	Single-pass membrane protein	ECO:0000305
Q8TDF5	Single-pass membrane protein	ECO:0000305
Q9BT67	Multi-pass membrane protein	ECO:0000269|PubMed:20534535
Q6ZQE4	Multi-pass membrane protein	ECO:0000269|PubMed:25946333
Q8NET5	Single-pass membrane protein	ECO:0000250
P29371	Multi-pass membrane protein	None
Q9JMG4	Multi-pass membrane protein	ECO:0000305
O43908	Single-pass membrane protein	None
Q8N0W4	Single-pass membrane protein	None
Q9Y3Q0	Single-pass membrane protein	ECO:0000250|UniProtKB:Q04609
Q7M758	Single-pass membrane protein	ECO:0000250
Q3UGX3	Single-pass membrane protein	ECO:0000250
Q9UHQ9	Single-pass membrane protein	ECO:0000305
Q925Q3	Multi-pass membrane protein	ECO:0000269|PubMed:20018762, ECO:0000269|PubMed:24067497
O95944	Single-pass membrane protein	ECO:0000305
Q9H3R1	Single-pass membrane protein	ECO:0000250
P0DN34	Single-pass membrane protein	None
O43676	Single-pass membrane protein	None
O95168	Single-pass membrane protein	None
O95169	Single-pass membrane protein	None
O09111	Single-pass membrane protein	ECO:0000305
O95298	Single-pass membrane protein	None
Q9JKF6	Single-pass membrane protein	ECO:0000269|PubMed:11827984
Q9NQS3	Single-pass membrane protein	ECO:0000305
Q8BNJ6	Single-pass membrane protein	ECO:0000305
Q14494	Single-pass membrane protein	ECO:0000269|PubMed:16687406
P52848	Single-pass membrane protein	ECO:0000269|PubMed:9230113
P52850	Single-pass membrane protein	ECO:0000250
O95167	Single-pass membrane protein	None
O95139	Single-pass membrane protein	None
Q9JLB9	Single-pass membrane protein	ECO:0000250
O14524	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6ZQE4
Q810U3	Single-pass membrane protein	None
Q8R0W6	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9BT67
B2RTY4	Single-pass membrane protein	ECO:0000305
P32418	Multi-pass membrane protein	ECO:0000269|PubMed:11241183, ECO:0000269|PubMed:1374913, ECO:0000269|PubMed:1476165
Q8BVG8	Single-pass membrane protein	ECO:0000250
Q9JIY7	Single-pass membrane protein	ECO:0000250
Q9UPR5	Multi-pass membrane protein	ECO:0000250|UniProtKB:P48768
Q9UK23	Single-pass membrane protein	ECO:0000269|PubMed:12058031
Q6PIU2	Single-pass membrane protein	ECO:0000305|PubMed:12149457
Q9Y2A7	Single-pass membrane protein	ECO:0000250|UniProtKB:P28660
P55160	Single-pass membrane protein	ECO:0000269|PubMed:16417406
Q9HC58	Multi-pass membrane protein	None
Q8CGQ8	Multi-pass membrane protein	ECO:0000269|PubMed:24621671, ECO:0000269|PubMed:26247047
Q8VCM8	Single-pass membrane protein	ECO:0000250
Q6J4K2	Multi-pass membrane protein	ECO:0000269|PubMed:20018762, ECO:0000269|PubMed:23056385
O14931	Single-pass membrane protein	ECO:0000269|PubMed:10562324
O15239	Single-pass membrane protein	None
Q86Y39	Multi-pass membrane protein	ECO:0000250
Q8CB65	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6ZQE4
P08473	Single-pass membrane protein	None
O00533	Single-pass membrane protein	ECO:0000250
P28660	Single-pass membrane protein	ECO:0000269|PubMed:14765121
Q8K1X4	Single-pass membrane protein	ECO:0000250|UniProtKB:P55160
Q99PD7	Multi-pass membrane protein	None
Q8C261	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q71RS6
P16435	Single-pass membrane protein	ECO:0000255|HAMAP-Rule:MF_03212
Q9BTX1	Multi-pass membrane protein	None
Q3UHN9	Single-pass membrane protein	ECO:0000250|UniProtKB:P52848
O95803	Single-pass membrane protein	ECO:0000250
Q9P0J0	Single-pass membrane protein	None
O43677	Single-pass membrane protein	None
E9PQ53	Single-pass membrane protein	ECO:0000250
Q92692	Single-pass membrane protein	None
P97798	Single-pass membrane protein	None
Q8R4I7	Single-pass membrane protein	ECO:0000305
Q9JJC8	Multi-pass membrane protein	ECO:0000305
Q8BMW7	Multi-pass membrane protein	ECO:0000305
P30549	Multi-pass membrane protein	None
Q3URJ8	Multi-pass membrane protein	ECO:0000305
P26715	Single-pass membrane protein	None
P26718	Single-pass membrane protein	ECO:0000269|PubMed:10426994, ECO:0000269|PubMed:11015446, ECO:0000269|PubMed:15294961
Q16617	Multi-pass membrane protein	ECO:0000269|PubMed:8570616
P84157	Single-pass membrane protein	ECO:0000305
Q9DBV4	Single-pass membrane protein	None
Q8K596	Multi-pass membrane protein	ECO:0000269|PubMed:12818181
P13591	Single-pass membrane protein	ECO:0000305
O15394	Single-pass membrane protein	None
Q8R4V1	Single-pass membrane protein	ECO:0000250
Q9NV92	Multi-pass membrane protein	ECO:0000269|PubMed:18776082
O54709	Single-pass membrane protein	ECO:0000269|PubMed:12426565, ECO:0000269|PubMed:15294961
Q0VF94	Multi-pass membrane protein	ECO:0000305
Q99K10	Single-pass membrane protein	ECO:0000250
Q9CQ91	Single-pass membrane protein	ECO:0000250
Q9CQH3	Single-pass membrane protein	ECO:0000250
O94856	Single-pass membrane protein	None
Q6ZNB6	Single-pass membrane protein	ECO:0000305
Q9NZG7	Multi-pass membrane protein	None
Q8NFZ4	Single-pass membrane protein	ECO:0000250
Q9NZ94	Single-pass membrane protein	ECO:0000250
Q9BVI4	Multi-pass membrane protein	ECO:0000269|PubMed:12429849
Q9HBY0	Multi-pass membrane protein	ECO:0000305
Q9H841	Multi-pass membrane protein	ECO:0000305
Q924H0	Multi-pass membrane protein	None
Q92617	Single-pass membrane protein	ECO:0000305
Q8IZF0	Multi-pass membrane protein	ECO:0000305
Q3UIU2	Single-pass membrane protein	ECO:0000250
Q9NX14	Single-pass membrane protein	ECO:0000305
Q15223	Single-pass membrane protein	ECO:0000250
P32507	Single-pass membrane protein	ECO:0000250|UniProtKB:Q92692
Q96NY8	Single-pass membrane protein	ECO:0000305
Q6NVV3	Multi-pass membrane protein	ECO:0000305
Q8BZF2	Multi-pass membrane protein	ECO:0000305
P47937	Multi-pass membrane protein	None
Q9D035	Multi-pass membrane protein	ECO:0000305
Q8N8D7	Multi-pass membrane protein	ECO:0000305
Q9ERS2	Single-pass membrane protein	ECO:0000305|PubMed:12628925
Q9CQY9	Single-pass membrane protein	ECO:0000250
Q9CQ54	Single-pass membrane protein	ECO:0000250
Q8R007	Single-pass membrane protein	ECO:0000305
Q92859	Single-pass membrane protein	None
Q3UJ81	Multi-pass membrane protein	ECO:0000250
Q61391	Single-pass membrane protein	None
Q8NC67	Single-pass membrane protein	ECO:0000305
Q96E22	Multi-pass membrane protein	ECO:0000269|PubMed:19723497, ECO:0000269|PubMed:21572394
O70131	Multi-pass membrane protein	None
Q8N8Q9	Multi-pass membrane protein	ECO:0000305
Q5VXU1	Multi-pass membrane protein	ECO:0000305
Q99PA5	Multi-pass membrane protein	ECO:0000250
Q17RQ9	Multi-pass membrane protein	ECO:0000305
Q69ZK9	Single-pass membrane protein	ECO:0000305
B0F2B4	Single-pass membrane protein	None
Q8BYM5	Single-pass membrane protein	ECO:0000269|PubMed:17897391
O60391	Multi-pass membrane protein	ECO:0000250
Q05586	Multi-pass membrane protein	ECO:0000250
Q15155	Single-pass membrane protein	ECO:0000305
E5RHQ5	Single-pass membrane protein	ECO:0000305
Q8BZP8	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6W5P4
Q969V3	Single-pass membrane protein	ECO:0000269|PubMed:15257293, ECO:0000269|PubMed:20538592
P52849	Single-pass membrane protein	ECO:0000250
Q9EQH7	Single-pass membrane protein	ECO:0000250
Q9D8B4	Multi-pass membrane protein	ECO:0000250
O75438	Single-pass membrane protein	None
O43674	Single-pass membrane protein	None
Q8N9A8	Multi-pass membrane protein	ECO:0000269|PubMed:22134922
Q61985	Single-pass membrane protein	ECO:0000250
Q91ZP6	Multi-pass membrane protein	ECO:0000269|PubMed:12050153
Q7RTP0	Multi-pass membrane protein	ECO:0000305
P26717	Single-pass membrane protein	None
Q07444	Single-pass membrane protein	None
Q8N2Q7	Single-pass membrane protein	ECO:0000250
P28336	Multi-pass membrane protein	None
P35436	Multi-pass membrane protein	ECO:0000269|PubMed:14602821
Q14957	Multi-pass membrane protein	None
P35438	Multi-pass membrane protein	ECO:0000250
Q9HB89	Multi-pass membrane protein	None
Q9UM47	Single-pass membrane protein	None
Q99466	Single-pass membrane protein	None
Q9Y5S8	Multi-pass membrane protein	ECO:0000269|PubMed:19755710
Q9NPH5	Multi-pass membrane protein	ECO:0000305
Q5JPE7	Single-pass membrane protein	ECO:0000269|PubMed:15257293, ECO:0000269|PubMed:17261586
O00624	Multi-pass membrane protein	None
Q99J85	Single-pass membrane protein	ECO:0000305
Q8N912	Single-pass membrane protein	ECO:0000250
Q8CJ26	Single-pass membrane protein	None
P56974	Single-pass membrane protein	ECO:0000250
P97799	Multi-pass membrane protein	ECO:0000305
P03886	Multi-pass membrane protein	ECO:0000250
P03897	Multi-pass membrane protein	ECO:0000250
O35683	Single-pass membrane protein	ECO:0000250
Q9CQZ6	Single-pass membrane protein	ECO:0000250
Q9CQC7	Single-pass membrane protein	ECO:0000250
Q9D6J5	Single-pass membrane protein	ECO:0000250
A6NFY4	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6ZQE4
Q92542	Single-pass membrane protein	ECO:0000269|PubMed:10993067, ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:25918421, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:26776682
Q9JL89	Multi-pass membrane protein	None
Q8BHK1	Multi-pass membrane protein	ECO:0000305
P30548	Multi-pass membrane protein	None
P21452	Multi-pass membrane protein	None
Q4PNJ2	Multi-pass membrane protein	ECO:0000305
Q8IVV8	Multi-pass membrane protein	ECO:0000305
Q8TCU5	Multi-pass membrane protein	ECO:0000250
O55040	Multi-pass membrane protein	None
Q9GZQ4	Multi-pass membrane protein	None
A6NJU9	Single-pass membrane protein	ECO:0000255
Q9DA75	Multi-pass membrane protein	ECO:0000269|PubMed:23209793, ECO:0000269|PubMed:24828040
Q91ZU9	Multi-pass membrane protein	ECO:0000269|PubMed:14602821
Q12879	Multi-pass membrane protein	None
Q01097	Multi-pass membrane protein	None
Q13423	Multi-pass membrane protein	ECO:0000305
Q6T3U4	Multi-pass membrane protein	None
Q9NQX5	Single-pass membrane protein	ECO:0000305
Q810U4	Single-pass membrane protein	ECO:0000269|PubMed:20188654
O14786	Single-pass membrane protein	None
P42857	Single-pass membrane protein	ECO:0000305
O60906	Multi-pass membrane protein	None
Q5PT54	Multi-pass membrane protein	ECO:0000305
O08705	Multi-pass membrane protein	None
O88319	Multi-pass membrane protein	ECO:0000250|UniProtKB:P30989
Q3UFB7	Single-pass membrane protein	ECO:0000250|UniProtKB:P35739
Q16620	Single-pass membrane protein	ECO:0000250|UniProtKB:P15209
Q92982	Multi-pass membrane protein	None
Q0D2K0	Multi-pass membrane protein	ECO:0000305
P25103	Multi-pass membrane protein	None
Q01098	Multi-pass membrane protein	None
O15399	Multi-pass membrane protein	None
Q8CIZ9	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9Y5S8
Q96PH1	Multi-pass membrane protein	ECO:0000305
P49681	Multi-pass membrane protein	None
O35604	Multi-pass membrane protein	None
C9JG80	Single-pass membrane protein	ECO:0000305
Q8BNX7	Single-pass membrane protein	ECO:0000269|PubMed:23029450
P49279	Multi-pass membrane protein	ECO:0000305
P49281	Multi-pass membrane protein	ECO:0000269|PubMed:12475959, ECO:0000269|PubMed:25491917
Q92823	Single-pass membrane protein	ECO:0000250|UniProtKB:Q810U4
O14511	Single-pass membrane protein	ECO:0000250
P97333	Single-pass membrane protein	None
Q5HZK2	Multi-pass membrane protein	ECO:0000255
P58400	Single-pass membrane protein	ECO:0000250
Q9P2S2	Single-pass membrane protein	ECO:0000305
P57716	Single-pass membrane protein	ECO:0000250|UniProtKB:Q92542
Q6P499	Multi-pass membrane protein	ECO:0000305
P48145	Multi-pass membrane protein	None
O15118	Multi-pass membrane protein	ECO:0000269|PubMed:17897319
Q02297	Single-pass membrane protein	None
Q9GZP1	Multi-pass membrane protein	ECO:0000305
Q9R1J0	Single-pass membrane protein	ECO:0000250
O54799	Multi-pass membrane protein	None
Q13224	Multi-pass membrane protein	None
Q03391	Multi-pass membrane protein	None
P46531	Single-pass membrane protein	ECO:0000250
Q04721	Single-pass membrane protein	ECO:0000269|PubMed:9244302
O35516	Single-pass membrane protein	ECO:0000250|UniProtKB:Q04721
Q61982	Single-pass membrane protein	None
P31695	Single-pass membrane protein	None
Q91WC7	Multi-pass membrane protein	ECO:0000305
Q06495	Multi-pass membrane protein	ECO:0000269|PubMed:26047794
Q9DBP0	Multi-pass membrane protein	None
O00476	Multi-pass membrane protein	ECO:0000269|PubMed:15505377
O95502	Single-pass membrane protein	ECO:0000305
P41251	Multi-pass membrane protein	ECO:0000305
P49282	Multi-pass membrane protein	ECO:0000250|UniProtKB:P49281
Q8IXM6	Multi-pass membrane protein	ECO:0000269|PubMed:10402458, ECO:0000269|PubMed:15542857, ECO:0000269|PubMed:23092226
O35375	Single-pass membrane protein	ECO:0000250|UniProtKB:O60462
Q9ULB1	Single-pass membrane protein	ECO:0000305
Q6P9K9	Single-pass membrane protein	ECO:0000305
P70172	Multi-pass membrane protein	ECO:0000250
Q3UEZ8	Multi-pass membrane protein	ECO:0000250
Q0GE19	Multi-pass membrane protein	ECO:0000305
P56975	Single-pass membrane protein	ECO:0000250
P0DI97	Single-pass membrane protein	ECO:0000250
P58401	Single-pass membrane protein	ECO:0000305
Q15738	Single-pass membrane protein	ECO:0000269|PubMed:14506130
P30989	Multi-pass membrane protein	ECO:0000269|PubMed:8381365
P04629	Single-pass membrane protein	ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:17196528, ECO:0000269|PubMed:27676246, ECO:0000269|PubMed:2927393
P03893	Multi-pass membrane protein	None
P03901	Multi-pass membrane protein	ECO:0000250
P03903	Multi-pass membrane protein	ECO:0000250
Q61146	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q16625
Q9BQT8	Multi-pass membrane protein	None
Q4PJX1	Multi-pass membrane protein	ECO:0000305
Q9D136	Single-pass membrane protein	ECO:0000305
Q8VFB9	Multi-pass membrane protein	None
Q8VF66	Multi-pass membrane protein	None
Q8VG44	Multi-pass membrane protein	None
Q8VG03	Multi-pass membrane protein	None
Q8VFD2	Multi-pass membrane protein	None
Q8VEW5	Multi-pass membrane protein	None
P78380	Single-pass membrane protein	None
O95665	Multi-pass membrane protein	None
P03888	Multi-pass membrane protein	ECO:0000250
P03915	Multi-pass membrane protein	ECO:0000250
Q8NGX5	Multi-pass membrane protein	None
Q8NGF6	Multi-pass membrane protein	None
Q8NGC1	Multi-pass membrane protein	None
B2RN74	Multi-pass membrane protein	None
Q8NGR1	Multi-pass membrane protein	None
Q8NGS4	Multi-pass membrane protein	None
Q8NHC7	Multi-pass membrane protein	None
Q8NG84	Multi-pass membrane protein	None
Q8NH01	Multi-pass membrane protein	None
Q8NG76	Multi-pass membrane protein	None
Q8NH70	Multi-pass membrane protein	None
Q9H339	Multi-pass membrane protein	None
Q9H255	Multi-pass membrane protein	ECO:0000269|PubMed:23401498
P0C617	Multi-pass membrane protein	None
Q8NGF4	Multi-pass membrane protein	None
A6NDL8	Multi-pass membrane protein	None
Q60856	Single-pass membrane protein	ECO:0000305|PubMed:22623793
O15243	Multi-pass membrane protein	ECO:0000250
Q8WWG1	Single-pass membrane protein	ECO:0000250
O60462	Single-pass membrane protein	ECO:0000269|PubMed:11112349
Q8IZ57	Multi-pass membrane protein	ECO:0000305
Q9Y328	Single-pass membrane protein	ECO:0000250
P03925	Multi-pass membrane protein	ECO:0000305
Q99LJ8	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q96E22
Q4KMZ8	Multi-pass membrane protein	ECO:0000305
Q8NFZ3	Single-pass membrane protein	ECO:0000250
Q8NA29	Multi-pass membrane protein	ECO:0000269|PubMed:26005868
Q61941	Multi-pass membrane protein	ECO:0000305
Q9UHC9	Multi-pass membrane protein	ECO:0000269|PubMed:15671032
O60500	Single-pass membrane protein	ECO:0000305
Q8N130	Multi-pass membrane protein	None
P97300	Single-pass membrane protein	ECO:0000305
P25929	Multi-pass membrane protein	None
P97295	Multi-pass membrane protein	None
Q61983	Multi-pass membrane protein	None
Q60825	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q06495
Q5SZA1	Multi-pass membrane protein	None
Q61041	Multi-pass membrane protein	None
O70342	Multi-pass membrane protein	None
Q61212	Multi-pass membrane protein	None
Q9WTX4	Single-pass membrane protein	ECO:0000250
Q8VC65	Multi-pass membrane protein	ECO:0000250
Q8BMT4	Single-pass membrane protein	ECO:0000250
Q9HDB5	Single-pass membrane protein	ECO:0000305
O70572	Multi-pass membrane protein	None
Q12908	Multi-pass membrane protein	None
Q5PT53	Multi-pass membrane protein	ECO:0000305
Q8VFK2	Multi-pass membrane protein	None
Q8VFL5	Multi-pass membrane protein	None
Q8BHY2	Multi-pass membrane protein	ECO:0000250
Q6GQT9	Single-pass membrane protein	ECO:0000255
Q9QZS7	Single-pass membrane protein	ECO:0000305
Q04573	Multi-pass membrane protein	None
Q99463	Multi-pass membrane protein	ECO:0000305
Q86YC3	Single-pass membrane protein	ECO:0000269|PubMed:23545260
Q9JHL0	Single-pass membrane protein	ECO:0000269|PubMed:15477348, ECO:0000269|PubMed:15477350
Q14973	Multi-pass membrane protein	None
P70310	Multi-pass membrane protein	None
P03899	Multi-pass membrane protein	ECO:0000250
Q9NXE4	Single-pass membrane protein	ECO:0000269|PubMed:16517606
P15209	Single-pass membrane protein	ECO:0000269|PubMed:14581459
Q6VNS1	Single-pass membrane protein	ECO:0000250
Q3U095	Single-pass membrane protein	ECO:0000305
P0DN81	Multi-pass membrane protein	ECO:0000305
Q8NGT0	Multi-pass membrane protein	None
Q8NGZ3	Multi-pass membrane protein	None
Q8VFX2	Multi-pass membrane protein	None
Q96R54	Multi-pass membrane protein	None
Q9UGF5	Multi-pass membrane protein	None
P34983	Multi-pass membrane protein	None
Q8NGT7	Multi-pass membrane protein	None
A4D2G3	Multi-pass membrane protein	None
Q8NH04	Multi-pass membrane protein	None
Q8NGX1	Multi-pass membrane protein	None
A6NMZ5	Multi-pass membrane protein	None
O95013	Multi-pass membrane protein	None
Q9Y5P0	Multi-pass membrane protein	None
A6NGY5	Multi-pass membrane protein	None
Q8NGK0	Multi-pass membrane protein	None
Q8NGJ5	Multi-pass membrane protein	None
Q8NGJ9	Multi-pass membrane protein	None
A6NMU1	Multi-pass membrane protein	None
Q96RD2	Multi-pass membrane protein	None
Q8NGI0	Multi-pass membrane protein	None
Q8NH57	Multi-pass membrane protein	None
Q8NGI1	Multi-pass membrane protein	None
P0C628	Multi-pass membrane protein	None
A6NJZ3	Multi-pass membrane protein	None
A6NL08	Multi-pass membrane protein	None
Q6IF36	Multi-pass membrane protein	ECO:0000305
Q8BZ39	Multi-pass membrane protein	None
P69849	Single-pass membrane protein	ECO:0000305
Q672J9	Multi-pass membrane protein	ECO:0000305
Q8BGN5	Multi-pass membrane protein	ECO:0000305
Q9GZQ6	Multi-pass membrane protein	None
Q9Y5X5	Multi-pass membrane protein	None
Q14916	Multi-pass membrane protein	None
P50391	Multi-pass membrane protein	None
Q68D85	Single-pass membrane protein	ECO:0000269|PubMed:19528259
P03905	Multi-pass membrane protein	ECO:0000250
P03923	Multi-pass membrane protein	ECO:0000305
Q62092	Single-pass membrane protein	ECO:0000305
Q6ZPR5	Single-pass membrane protein	ECO:0000250
